Year,ISO-3 code,Country,Number of commercial banks,Branches of commercial banks,Outstanding deposits with commercial banks,"Number of commercial bank branches per 1,000 km2","Number of commercial bank branches per 100,000 adults","Number of ATMs per 100,000 adults",Outstanding deposits with commercial banks (% of GDP)
2005,BWA,Botswa0,5,71,13230.6,0.1341027,6.511287,16.36389,26.06908
2006,BWA,Botswa0,6,76,23112.2,0.1446897,6.830846,19.3263,39.10237
2007,BWA,Botswa0,6,90,30455.5,0.1693928,7.773456,32.30842,45.35263
2008,BWA,Botswa0,7,103,34277.04,0.194096,8.664856,29.14542,45.87343
2009,BWA,Botswa0,8,104,32491.04,0.197625,8.601536,27.80139,44.22815
2010,BWA,Botswa0,9,110,32668.82,0.2099765,8.938135,29.36816,37.60769
2011,BWA,Botswa0,9,107,33283.74,0.204683,8.552213,27.05743,31.70489
2012,BWA,Botswa0,9,110,37291.09,0.2099765,8.635948,26.56098,33.94097
2013,BWA,Botswa0,11,113,37064.02,0.2187991,8.868514,27.89291,29.61371
2014,BWA,Botswa0,10,119,42342.97,0.2276216,9.082697,29.0083,29.02821
2015,BWA,Botswa0,10,112,45416.05,0.2152701,8.434111,32.42293,31.09276
2016,BWA,Botswa0,10,118,45728.46,0.2258571,8.666761,32.22952,26.8102
2017,BWA,Botswa0,10,111,46405.4,0.2135055,7.99954,33.84929,25.76465
2018,BWA,Botswa0,10,128,51553.88,0.2435022,8.893661,42.59935,27.15241
2004,BRA,Brazil,137,24858,566269.6,2.990498,18.85809,105.2167,28.92449
2005,BRA,Brazil,134,25191,729999.3,3.02998,18.75341,108.7031,33.63146
2006,BRA,Brazil,131,25420,886179.7,3.05702,18.57601,107.2605,36.77934
2007,BRA,Brazil,128,25951,1157966,3.120192,18.63461,109.4411,42.56818
2008,BRA,Brazil,129,27207,1422115,3.270584,19.21181,111.9487,45.73006
2009,BRA,Brazil,125,27653,1475218,3.323467,19.20726,114.5044,44.26046
2010,BRA,Brazil,125,27343,1745799,3.286377,18.68858,118.1821,44.92712
2011,BRA,Brazil,128,28554,1957145,3.431625,19.20818,116.4358,44.72062
2012,BRA,Brazil,129,30851,1904709,3.706566,20.43048,115.4995,39.5598
2013,BRA,Brazil,124,31518,2021639,3.785771,20.55629,118.5862,37.91793
2014,BRA,Brazil,122,33089,2009174,3.973492,21.26192,118.0837,34.76709
2015,BRA,Brazil,123,32954,1947583,3.957459,20.87607,115.1052,32.48252
2016,BRA,Brazil,122,32562,2078735,3.910439,20.36053,112.2246,33.16845
2017,BRA,Brazil,121,31632,2228783,3.799051,19.52398,107.9589,34.00727
2018,BRA,Brazil,118,31155,2398393,3.741622,18.98539,104.786,35.12798
2004,BRN,Brunei Darussalam,10,44,12056.69,10.24668,20.97495,34.95824,90.61215
2005,BRN,Brunei Darussalam,10,58,12891.43,12.90323,25.80469,43.2608,81.26181
2006,BRN,Brunei Darussalam,9,53,12972.72,11.76471,23.09641,46.56534,71.17776
2007,BRN,Brunei Darussalam,9,53,13184.25,11.76471,22.68113,58.89777,71.42646
2008,BRN,Brunei Darussalam,9,55,16368.47,12.14421,23.0076,71.53924,80.24586
2009,BRN,Brunei Darussalam,9,58,12469.43,12.71347,23.68202,82.35689,79.87436
2010,BRN,Brunei Darussalam,9,58,9167.869,12.71347,23.28297,82.01165,49.05227
2011,BRN,Brunei Darussalam,9,59,11698.87,12.90323,23.15816,80.713,50.20328
2012,BRN,Brunei Darussalam,9,59,11716.3,12.90323,22.70853,92.50385,49.22195
2013,BRN,Brunei Darussalam,9,61,11819.37,13.28273,22.93285,82.55826,52.20801
2014,BRN,Brunei Darussalam,8,55,12204.97,11.95446,20.25684,81.34891,56.33861
2015,BRN,Brunei Darussalam,8,58,11784.06,12.52372,20.83906,79.25156,66.28449
2016,BRN,Brunei Darussalam,9,54,11930.43,11.95446,19.58785,75.86404,75.75972
2017,BRN,Brunei Darussalam,9,51,11854.73,11.3852,18.36317,69.16793,70.7843
2018,BRN,Brunei Darussalam,8,49,12363.37,10.81594,17.17597,74.12787,67.55697
2004,BGR,Bulgaria,35,5606,14014,51.8665,84.91794,26.38914,34.27546
2005,BGR,Bulgaria,34,5619,18451,52.03424,85.41113,34.43339,39.55114
2006,BGR,Bulgaria,32,5525,24351,51.1553,84.47557,54.81715,45.75613
2007,BGR,Bulgaria,29,5743,32460,53.14428,88.26899,67.51691,51.14711
2008,BGR,Bulgaria,30,5961,35580,55.16067,92.17314,79.86493,48.90325
2009,BGR,Bulgaria,30,5916,36603,54.77155,92.04517,87.61784,50.15078
2010,BGR,Bulgaria,30,5849,39723,54.15438,91.64778,90.30713,53.126
2011,BGR,Bulgaria,31,3777,44947,35.07738,59.82395,93.55347,55.65572
2012,BGR,Bulgaria,31,3833,49056,35.59322,61.14692,92.79647,59.79493
2013,BGR,Bulgaria,30,3770,53484.96,35.00368,60.57664,93.4315,65.33225
2014,BGR,Bulgaria,28,3720,54890,34.52469,60.20679,92.97677,65.5356
2015,BGR,Bulgaria,28,3684,60976,34.19307,60.13667,92.4245,68.84094
2016,BGR,Bulgaria,27,2936,64843,27.29366,48.38898,95.70011,68.88665
2017,BGR,Bulgaria,28,3060,69900,28.4451,50.8851,95.12943,69.17881
2018,BGR,Bulgaria,26,3142,74742,29.18202,52.68337,92.89435,69.25346
2004,BFA,Burki0 Faso,8,73,528370,0.2960526,1.164078,0,20.67068
2005,BFA,Burki0 Faso,11,82,535694,0.3399123,1.295034,0,18.59142
2006,BFA,Burki0 Faso,11,79,610161,0.3289474,1.216723,0,20.06257
2007,BFA,Burki0 Faso,12,103,726227,0.4203216,1.507915,0,22.37817
2008,BFA,Burki0 Faso,12,120,828913,0.4824561,1.67748,0,22.11634
2009,BFA,Burki0 Faso,11,138,957996,0.5445906,1.834034,0,24.24196
2010,BFA,Burki0 Faso,12,151,1168891,0.5957602,1.942335,1.346527,26.28156
2011,BFA,Burki0 Faso,12,171,1382983,0.6688596,2.114397,2.218384,27.32994
2012,BFA,Burki0 Faso,12,181,1626924,0.7054094,2.160063,2.30556,28.53963
2013,BFA,Burki0 Faso,13,203,1891256,0.7894737,2.340239,2.654438,32.04224
2014,BFA,Burki0 Faso,13,252,2048602,0.9685673,2.778538,3.208425,33.47625
2015,BFA,Burki0 Faso,13,274,2408941,1.048977,2.911666,3.459506,39.09037
2016,BFA,Burki0 Faso,13,281,2747260,1.074561,2.887098,3.692343,42.55555
2017,BFA,Burki0 Faso,14,287,3296844,1.100146,2.860812,3.972822,45.96139
2018,BFA,Burki0 Faso,15,293,0,1.125731,2.832542,3.96372,0
2004,BDI,Burundi,9,51,163353.8,2.336449,1.557028,0.0519009,16.21191
2005,BDI,Burundi,8,56,204423.6,2.492212,1.589214,0.0496629,16.91688
2006,BDI,Burundi,7,65,263379,2.803738,1.714722,0.0476312,20.10987
2007,BDI,Burundi,7,73,263841.8,3.115265,1.828765,0.0457191,17.9839
2008,BDI,Burundi,8,77,353156.1,3.309969,1.867478,0.065911,18.48114
2009,BDI,Burundi,8,88,423120.5,3.738318,2.030503,0.274964,19.76974
2010,BDI,Burundi,8,103,523066.2,4.32243,2.264487,0.5100195,20.96827
2011,BDI,Burundi,8,117,550291.5,4.867601,2.478691,0.6940335,18.52428
2012,BDI,Burundi,10,130,634080.8,5.451713,2.699779,0.9642067,17.77915
2013,BDI,Burundi,10,161,718030.1,6.658879,3.207922,1.519542,17.00968
2014,BDI,Burundi,10,162,818152.2,6.697819,3.138967,1.478235,17.09862
2015,BDI,Burundi,10,169,812222.5,6.970405,3.176675,1.401996,16.68242
2016,BDI,Burundi,10,174,842530.2,7.165109,3.171574,1.396182,16.93382
2017,BDI,Burundi,0,0,0,0,0,0,0
2018,BDI,Burundi,0,0,0,0,0,0,0
2004,KHM,Cambodia,14,0,3180845,0,0,0,14.83718
2005,KHM,Cambodia,15,0,3617957,0,0,0.0119711,14.04798
2006,KHM,Cambodia,15,185,5683458,1.133016,2.327437,0.7447799,19.04039
2007,KHM,Cambodia,17,251,9303209,1.518242,3.033993,1.335863,26.5486
2008,KHM,Cambodia,24,261,9401899,1.614548,3.14034,3.724334,22.40234
2009,KHM,Cambodia,27,342,1.30E+07,2.090415,3.961947,4.359216,30.21333
2010,KHM,Cambodia,29,364,1.63E+07,2.226377,4.118444,5.25023,34.55593
2011,KHM,Cambodia,28,389,1.98E+07,2.362339,4.275036,6.028109,38.04111
2012,KHM,Cambodia,32,416,2.47E+07,2.537956,4.490064,7.176084,43.6215
2013,KHM,Cambodia,35,452,2.82E+07,2.758894,4.773796,8.479124,45.91218
2014,KHM,Cambodia,36,557,3.66E+07,3.359393,5.693346,10.91625,54.30289
2015,KHM,Cambodia,36,614,4.26E+07,3.682302,6.122645,13.33795,58.05406
2016,KHM,Cambodia,36,747,5.57E+07,4.435758,7.238534,14.48631,68.55331
2017,KHM,Cambodia,39,788,6.97E+07,4.685022,7.516877,16.72437,77.56226
2018,KHM,Cambodia,43,833,8.87E+07,4.96261,7.836953,19.44924,89.06729
2004,CMR,Cameroon,10,36,996379,0.0973112,0.4776038,0.3218634,10.82021
2005,CMR,Cameroon,10,89,1093949,0.2094307,0.9967791,0.5940401,11.55792
2006,CMR,Cameroon,11,99,1188171,0.2327008,1.076411,0.6849887,11.73956
2007,CMR,Cameroon,12,106,1305417,0.2496245,1.121359,0.8837833,12.17861
2008,CMR,Cameroon,12,119,1510032,0.2771255,1.208492,1.208492,12.76827
2009,CMR,Cameroon,13,132,1656275,0.306742,1.298536,1.531377,13.48175
2010,CMR,Cameroon,13,180,1873302,0.4082841,1.678123,1.791157,14.4674
2011,CMR,Cameroon,13,191,2093939,0.4315542,1.724942,2.333745,15.12619
2012,CMR,Cameroon,13,209,1988261,0.4696325,1.824893,2.572934,13.38121
2013,CMR,Cameroon,13,231,2275837,0.5161727,1.949293,3.147629,14.24064
2014,CMR,Cameroon,13,241,2569291,0.5373273,1.971194,3.569878,14.87175
2015,CMR,Cameroon,14,258,3447460,0.5754056,2.049498,3.925693,18.85364
2016,CMR,Cameroon,14,263,3676028,0.5859829,2.027671,4.274945,19.00263
2017,CMR,Cameroon,14,253,4021187,0.5648283,1.897631,4.363841,19.78117
2018,CMR,Cameroon,15,303,4112625,0.6727169,2.193303,4.800438,19.22122
2004,CAN,Ca0da,67,0,727538,0,0,185.074,54.65366
2005,CAN,Ca0da,69,0,773754,0,0,198.3453,54.604
2006,CAN,Ca0da,71,6542,856858,0.7272219,24.57779,206.475,57.42219
2007,CAN,Ca0da,73,6651,943309,0.7394284,24.66844,211.9821,59.94851
2008,CAN,Ca0da,70,6732,1031741,0.748006,24.61184,217.729,62.41918
2009,CAN,Ca0da,74,6705,1104181,0.7454767,24.18619,216.1986,70.44824
2010,CAN,Ca0da,75,6757,1186375,0.7513051,24.05087,218.1582,71.37674
2011,CAN,Ca0da,75,6867,1285151,0.7634016,24.17741,207.5733,72.6106
2012,CAN,Ca0da,76,6987,1362534,0.7767078,24.29906,203.3235,74.74918
2013,CAN,Ca0da,76,6784,1414119,0.7543842,23.31798,220.943,74.52412
2014,CAN,Ca0da,77,6807,1473877,0.7570234,23.13787,221.8063,74.05747
2015,CAN,Ca0da,75,6777,1539997,0.7535044,22.84128,221.4557,77.5494
2016,CAN,Ca0da,81,6677,1660568,0.7431674,22.2724,224.0818,82.05101
2017,CAN,Ca0da,80,6300,1736860,0.7015993,20.79213,228.8699,81.25554
2018,CAN,Ca0da,82,6151,1884779,0.6854339,20.04663,220.6029,85.09403
2004,CPV,Cabo Verde,4,42,55574.8,11.41439,16.55593,13.31673,67.70272
2005,CPV,Cabo Verde,4,44,64366.07,11.91067,16.75147,15.35552,74.68318
2006,CPV,Cabo Verde,4,51,77210.9,13.64764,18.67268,20.37019,79.28467
2007,CPV,Cabo Verde,4,62,85753.32,16.37717,21.83298,28.11823,70.30475
2008,CPV,Cabo Verde,5,77,92288.81,20.34739,26.45981,35.17218,68.51517
2009,CPV,Cabo Verde,5,87,95643.67,22.82878,28.97811,38.4275,70.38881
2010,CPV,Cabo Verde,8,96,101749.8,25.80645,31.99321,43.37541,73.42921
2011,CPV,Cabo Verde,8,96,102203.8,25.80645,31.30795,45.45673,69.0921
2012,CPV,Cabo Verde,8,111,114552.2,29.52854,35.05082,47.71625,76.18967
2013,CPV,Cabo Verde,8,113,127814.9,30.02481,34.88097,46.98842,83.14612
2014,CPV,Cabo Verde,8,114,136562.9,30.27295,34.44839,48.28422,88.42702
2015,CPV,Cabo Verde,8,116,144954.5,30.76923,34.3302,46.78874,91.33919
2016,CPV,Cabo Verde,8,117,157765.4,31.01737,33.93825,46.42752,95.16427
2017,CPV,Cabo Verde,7,112,168753.8,29.52854,31.72132,47.71527,97.33011
2018,CPV,Cabo Verde,7,119,171750.3,31.26551,33.00624,50.03327,92.55748
2004,CAF,Central African Republic,3,4,24791,0.0112363,0.2988618,0,3.694833
2005,CAF,Central African Republic,3,4,37136,0.0112363,0.2931994,0,5.264411
2006,CAF,Central African Republic,3,4,37629,0.0112363,0.2888108,0,4.927113
2007,CAF,Central African Republic,4,8,51744,0.0192623,0.4874732,0,6.359984
2008,CAF,Central African Republic,4,9,57252,0.0208674,0.5202491,0.1200575,6.43961
2009,CAF,Central African Republic,4,15,67911,0.0304986,0.750405,0.31596,7.25741
2010,CAF,Central African Republic,4,18,74008,0.0353141,0.8595674,0.6642112,7.523983
2011,CAF,Central African Republic,4,19,84819,0.0369193,0.8985214,0.9375875,8.186933
2012,CAF,Central African Republic,4,20,87706,0.0385245,0.9397186,0.9397186,7.917891
2013,CAF,Central African Republic,4,22,86092,0.0417349,1.020552,1.17756,11.47538
2014,CAF,Central African Republic,4,20,114060,0.0385245,0.9420346,0.6672745,13.5473
2015,CAF,Central African Republic,4,13,132497,0.0272882,0.6644207,0.8207549,14.14472
2016,CAF,Central African Republic,4,13,138702,0.0272882,0.6548829,1.117153,13.32383
2017,CAF,Central African Republic,4,14,142803,0.0288934,0.6801297,1.322474,12.58462
2018,CAF,Central African Republic,0,0,0,0,0,0,0
2004,TCD,Chad,6,13,71713,0.0150889,0.3847832,0,3.074723
2005,TCD,Chad,6,13,89196,0.0150889,0.370588,0.0780185,2.544166
2006,TCD,Chad,6,13,153192,0.0150889,0.3581862,0.0754076,3.947287
2007,TCD,Chad,6,14,152069,0.0158831,0.3643136,0.0910784,3.672945
2008,TCD,Chad,6,22,178662,0.0222363,0.4925402,0.2814516,3.854087
2009,TCD,Chad,6,27,184288,0.0262071,0.5600945,0.3394512,4.217726
2010,TCD,Chad,7,31,260705,0.0301779,0.6217098,0.4253804,4.938982
2011,TCD,Chad,7,36,316512,0.0341487,0.6790352,0.4737455,5.517815
2012,TCD,Chad,8,35,383392,0.0341487,0.6547049,0.3958681,6.071867
2013,TCD,Chad,8,50,647341,0.046061,0.8509204,0.7482231,10.11827
2014,TCD,Chad,8,61,733391,0.0547967,0.9752325,0.9186973,10.65456
2015,TCD,Chad,8,65,734142,0.0579733,0.994039,1.143826,11.29876
2016,TCD,Chad,8,69,724488,0.0611499,1.012576,1.407086,12.98037
2017,TCD,Chad,9,70,641770,0.0627382,1.003079,1.536362,11.04584
2018,TCD,Chad,0,0,0,0,0,0,0
2004,CHL,Chile,27,1761,2.00E+07,2.404738,14.90285,33.34805,33.06492
2005,CHL,Chile,26,1850,2.19E+07,2.523092,15.3699,39.4243,31.88162
2006,CHL,Chile,26,2036,2.56E+07,2.77325,16.61427,43.44527,31.13373
2007,CHL,Chile,26,2145,2.89E+07,2.919847,17.20759,49.01509,31.86856
2008,CHL,Chile,26,2207,3.44E+07,3.003233,17.4162,55.03301,36.68281
2009,CHL,Chile,25,2193,5.51E+07,2.983059,17.02788,58.05447,56.93821
2010,CHL,Chile,25,2283,6.02E+07,3.104103,17.44596,61.98305,53.97992
2011,CHL,Chile,24,2304,7.21E+07,3.131002,17.34901,64.97682,59.11893
2012,CHL,Chile,24,2326,7.85E+07,3.16059,17.26881,67.88478,60.41823
2013,CHL,Chile,23,2337,8.48E+07,3.174039,17.0983,64.16209,61.50693
2014,CHL,Chile,23,2340,9.27E+07,3.178074,16.87039,56.85099,62.363
2015,CHL,Chile,24,2272,9.96E+07,3.087964,16.14077,56.0709,62.3984
2016,CHL,Chile,23,2258,1.05E+08,3.06779,15.76803,53.40116,62.22519
2017,CHL,Chile,20,2166,1.08E+08,2.940021,14.85271,51.78744,59.82987
2018,CHL,Chile,19,2080,1.15E+08,2.823012,14.02665,49.90519,60.10493
2004,HKG,"Chi0, P.R.: Hong Kong",133,1228,3846480,1296.19,23.55472,39.80591,292.0751
2005,HKG,"Chi0, P.R.: Hong Kong",133,1223,4043404,1291.429,23.23764,41.12857,286.3347
2006,HKG,"Chi0, P.R.: Hong Kong",138,1226,4725328,1299.048,23.06117,42.26755,314.3197
2007,HKG,"Chi0, P.R.: Hong Kong",142,1264,5838632,1339.048,23.42413,41.65031,353.6944
2008,HKG,"Chi0, P.R.: Hong Kong",145,1300,6026622,1376.19,23.8009,42.82516,352.9528
2009,HKG,"Chi0, P.R.: Hong Kong",145,1293,6357662,1369.524,23.51908,44.15961,383.1659
2010,HKG,"Chi0, P.R.: Hong Kong",146,1329,6843781,1404.762,23.84471,46.88112,385.276
2011,HKG,"Chi0, P.R.: Hong Kong",152,1337,7567710,1418.095,23.83335,49.61946,391.2114
2012,HKG,"Chi0, P.R.: Hong Kong",155,1320,8276042,1404.762,23.27284,48.91241,406.2741
2013,HKG,"Chi0, P.R.: Hong Kong",156,1300,9151646,1386.667,22.82206,50.15838,427.986
2014,HKG,"Chi0, P.R.: Hong Kong",159,1292,1.00E+07,1381.905,22.56654,49.7677,444.1857
2015,HKG,"Chi0, P.R.: Hong Kong",157,1279,1.07E+07,1367.619,22.17344,49.41155,446.9665
2016,HKG,"Chi0, P.R.: Hong Kong",156,1242,1.17E+07,1331.429,21.4614,50.65995,469.3384
2017,HKG,"Chi0, P.R.: Hong Kong",155,1222,1.27E+07,1311.429,21.04708,50.43963,477.3497
2018,HKG,"Chi0, P.R.: Hong Kong",152,1239,1.33E+07,1324.762,21.19338,51.80266,468.8641
2004,MAC,"Chi0, P.R.: Macao",23,110,117563.1,4750,34.45096,54.39625,138.4398
2005,MAC,"Chi0, P.R.: Macao",26,111,132068,4892.857,34.15871,54.60407,136.3325
2006,MAC,"Chi0, P.R.: Macao",26,123,164864.2,5209.79,35.81645,65.14266,139.3164
2007,MAC,"Chi0, P.R.: Macao",27,127,180905.8,5273.972,35.80704,86.95996,122.7462
2008,MAC,"Chi0, P.R.: Macao",27,133,184953.8,5479.452,36.08285,113.4354,110.2491
2009,MAC,"Chi0, P.R.: Macao",26,139,206981.1,5593.22,36.14125,130.7656,120.7119
2010,MAC,"Chi0, P.R.: Macao",28,141,237237.3,5690.236,35.98064,139.0258,105.4149
2011,MAC,"Chi0, P.R.: Macao",27,149,291044.2,5886.288,36.51536,152.9081,98.87794
2012,MAC,"Chi0, P.R.: Macao",28,151,366710.1,5986.622,36.19042,175.0889,106.6582
2013,MAC,"Chi0, P.R.: Macao",28,158,432117,6138.614,36.6971,213.2772,104.9172
2014,MAC,"Chi0, P.R.: Macao",28,166,476058.2,6402.64,37.45832,218.9574,107.6884
2015,MAC,"Chi0, P.R.: Macao",28,171,460234.6,6546.053,37.73757,246.3372,127.0619
2016,MAC,"Chi0, P.R.: Macao",28,172,518312.4,6578.947,37.42711,282.0133,143.0395
2017,MAC,"Chi0, P.R.: Macao",29,181,575875.3,6907.895,38.88831,313.1435,141.9146
2018,MAC,"Chi0, P.R.: Macao",29,186,634718.6,7072.369,39.47402,324.605,144.1507
2004,CHN,"Chi0, P.R.: Mainland",0,0,2.01E+07,0,0,0,123.9871
2005,CHN,"Chi0, P.R.: Mainland",0,0,2.35E+07,0,0,0,125.4585
2006,CHN,"Chi0, P.R.: Mainland",144,0,2.71E+07,0,0,9.566753,123.4101
2007,CHN,"Chi0, P.R.: Mainland",170,0,3.07E+07,0,0,11.91448,113.7626
2008,CHN,"Chi0, P.R.: Mainland",185,0,3.67E+07,0,0,15.48639,114.856
2009,CHN,"Chi0, P.R.: Mainland",198,0,4.75E+07,0,0,19.69887,136.1774
2010,CHN,"Chi0, P.R.: Mainland",204,0,5.66E+07,0,0,24.66758,137.2709
2011,CHN,"Chi0, P.R.: Mainland",201,0,6.41E+07,0,0,30.17458,131.4589
2012,CHN,"Chi0, P.R.: Mainland",203,85358,7.28E+07,9.113664,7.69217,37.36008,135.2522
2013,CHN,"Chi0, P.R.: Mainland",204,86708,8.13E+07,9.257568,7.776039,46.52417,137.1704
2014,CHN,"Chi0, P.R.: Mainland",192,89813,8.74E+07,9.587023,8.014333,54.75061,136.2519
2015,CHN,"Chi0, P.R.: Mainland",190,95680,1.06E+08,10.21174,8.493755,76.78764,155.1396
2016,CHN,"Chi0, P.R.: Mainland",190,99462,1.17E+08,10.61459,8.782746,81.45148,157.9931
2017,CHN,"Chi0, P.R.: Mainland",190,100064,1.25E+08,10.67871,8.784,84.16226,152.0318
2018,CHN,"Chi0, P.R.: Mainland",192,101329,1.33E+08,10.81367,8.848383,96.81528,147.322
2004,COL,Colombia,28,0,6.94E+07,0,0,0,22.54198
2005,COL,Colombia,21,0,8.17E+07,0,0,0,24.25131
2006,COL,Colombia,17,0,9.69E+07,0,0,0,25.4645
2007,COL,Colombia,16,0,1.12E+08,0,0,24.87691,26.17497
2008,COL,Colombia,18,4419,1.32E+08,3.999099,13.80916,26.80912,27.7952
2009,COL,Colombia,18,4487,1.41E+08,4.060388,13.76622,28.27194,28.15828
2010,COL,Colombia,19,4518,1.58E+08,4.089229,13.62972,34.53543,29.00475
2011,COL,Colombia,23,4921,1.90E+08,4.456061,14.61486,32.18875,30.66066
2012,COL,Colombia,23,5102,2.24E+08,4.619198,14.92834,35.77266,33.58465
2013,COL,Colombia,24,5398,2.58E+08,4.886886,15.56834,39.27689,36.18015
2014,COL,Colombia,23,5486,2.84E+08,4.9653,15.57667,40.78378,37.27403
2015,COL,Colombia,25,5784,3.16E+08,5.235692,16.14534,41.18186,39.32423
2016,COL,Colombia,25,5812,3.52E+08,5.260928,15.92012,41.53086,40.78981
2017,COL,Colombia,25,5722,3.75E+08,5.179811,15.35835,41.9809,40.80401
2018,COL,Colombia,25,5652,3.98E+08,5.116719,14.86256,42.34141,40.72652
2004,COM,Comoros,1,1,20247.95,1.074691,0.5834748,0.5834748,8.078725
2005,COM,Comoros,1,1,21178.67,1.074691,0.5664246,0.5664246,8.191041
2006,COM,Comoros,1,1,18964.08,1.074691,0.5505289,0.5505289,6.92982
2007,COM,Comoros,2,2,17878.34,2.149382,1.070271,1.070271,6.259332
2008,COM,Comoros,2,2,16903.13,2.149382,1.040483,1.040483,5.518705
2009,COM,Comoros,3,2,22960.54,2.686727,1.264561,1.517474,7.190177
2010,COM,Comoros,3,2,19439.99,2.686727,1.229667,1.967468,5.769449
2011,COM,Comoros,4,5,25805,4.836109,2.15444,6.942084,7.136419
2012,COM,Comoros,4,6,29918.86,5.373455,2.329862,5.591668,7.691539
2013,COM,Comoros,4,7,29630.52,5.9108,2.494529,5.89616,7.166184
2014,COM,Comoros,4,9,33125.09,6.985491,2.869649,5.077072,7.781086
2015,COM,Comoros,4,9,36307.35,6.985491,2.79359,4.942506,8.283089
2016,COM,Comoros,4,11,47427,8.060182,3.141111,5.025778,10.411
2017,COM,Comoros,4,11,41183,8.060182,3.060107,5.100178,8.831641
2018,COM,Comoros,4,12,47709,8.597528,3.179524,4.968006,9.514588
2004,COD,"Congo, Democratic Republic of",10,122,124554.5,0.0582254,0.4589517,0,3.027874
2005,COD,"Congo, Democratic Republic of",10,125,139050.5,0.0595488,0.4547801,0,2.452362
2006,COD,"Congo, Democratic Republic of",10,128,243620.6,0.0608721,0.4513084,0,3.638979
2007,COD,"Congo, Democratic Republic of",11,140,387159.4,0.0666064,0.4787674,0,4.578458
2008,COD,"Congo, Democratic Republic of",14,140,662616.7,0.0679297,0.4729619,0,6.168579
2009,COD,"Congo, Democratic Republic of",17,146,1069227,0.0718996,0.4846446,0.0981182,7.229911
2010,COD,"Congo, Democratic Republic of",20,189,1441711,0.0921903,0.6014067,0.4057337,7.754334
2011,COD,"Congo, Democratic Republic of",20,199,1811306,0.0966013,0.6108866,0.4881514,8.259882
2012,COD,"Congo, Democratic Republic of",18,238,2427179,0.1129221,0.6917,0.6538726,9.608996
2013,COD,"Congo, Democratic Republic of",18,230,2817203,0.1093933,0.648645,0.7218791,10.20452
2014,COD,"Congo, Democratic Republic of",18,296,3119851,0.138506,0.794465,1.108203,9.91179
2015,COD,"Congo, Democratic Republic of",18,403,0,0.1857039,1.029742,1.313472,0
2016,COD,"Congo, Democratic Republic of",0,0,0,0,0,0,0
2017,COD,"Congo, Democratic Republic of",0,0,0,0,0,0,0
2018,COD,"Congo, Democratic Republic of",0,0,0,0,0,0,0
2004,COG,"Congo, Republic of",4,10,153645,0.0409956,0.6642416,0.4744583,6.256413
2005,COG,"Congo, Republic of",4,10,245679,0.0409956,0.644493,0.5063874,7.651883
2006,COG,"Congo, Republic of",4,10,337713,0.0409956,0.6237972,0.5792403,8.353856
2007,COG,"Congo, Republic of",5,27,408409,0.0937042,1.378595,0.6462166,10.15111
2008,COG,"Congo, Republic of",6,34,545344,0.1171303,1.666186,1.083021,10.26911
2009,COG,"Congo, Republic of",6,36,590749,0.1229868,1.693266,1.330423,13.041
2010,COG,"Congo, Republic of",6,46,871406,0.1522694,2.032261,1.875933,14.65231
2011,COG,"Congo, Republic of",7,58,1303902,0.1903367,2.481238,2.328546,19.15544
2012,COG,"Congo, Republic of",9,62,1599201,0.2079063,2.649074,2.723696,22.9015
2013,COG,"Congo, Republic of",10,79,1751522,0.2606149,3.246113,3.574371,25.16925
2014,COG,"Congo, Republic of",10,88,1827592,0.2869693,3.492,6.306979,26.07293
2015,COG,"Congo, Republic of",11,94,1579583,0.3074671,3.650772,7.544929,31.22471
2016,COG,"Congo, Republic of",0,0,0,0,0,0,0
2017,COG,"Congo, Republic of",0,0,0,0,0,0,0
2018,COG,"Congo, Republic of",0,0,0,0,0,0,0
2004,CRI,Costa Rica,18,471,3212553,9.576968,16.08782,25.43126,39.59084
